gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn
1,1,0,1,1,6,0,30,206.14409813231973,6.0,0,0.8662174692153612,0.07055223084856799,1
0,0,0,0,1,1,0,25,154.01048214668958,1.0,5,2.961949296773777,2.8907845344256864,0
1,1,1,1,1,12,0,28,281.68819364549717,12.0,1,0.634576287238487,0.5293061697812009,0
0,1,0,0,1,12,1,25,404.4406413936107,11.0,8,0.5031504696905602,0.4585673964775591,0
1,1,1,1,1,12,0,34,242.60631069094487,12.0,9,0.4856367570956743,0.5922316558318648,0
0,1,1,0,1,12,1,27,322.52535973748445,11.0,3,1.3781247742298972,1.4275735489438726,0
0,1,1,1,1,12,0,24,52.680412367552464,12.0,1,1.8327386840382744,1.0268850123014692,1
1,1,0,0,1,1,0,30,54.02212564226403,1.0,1,1.6924265915198804,0.7884585809527436,1
0,1,1,0,1,12,0,34,256.6131476906929,9.0,4,1.6142134970538895,1.6722717142471004,0
1,1,0,0,1,6,1,28,57.888076968277474,6.0,2,2.6002709785965807,2.6346987456600184,0
0,0,1,0,1,6,0,29,136.89662887946594,6.0,1,2.041550150198887,2.1786105972966245,0
1,1,0,0,1,12,0,31,93.45677599140572,6.0,8,2.683689881313718,2.552564157297582,0
0,1,1,0,1,1,1,23,192.55979696095767,1.0,1,1.1109253869761788,0.8416671709692155,1
0,1,1,1,0,6,1,31,190.7688257580167,6.0,1,0.4411266399399114,0.3443413925490028,0
0,1,0,1,1,1,1,31,219.9582239556895,1.0,1,1.4862996622173292,0.7087392762213696,1
0,1,1,1,1,12,1,26,21.18099992408479,8.0,4,1.6083794637060016,1.6526580177955472,0
1,1,0,0,1,1,0,29,33.556873621556136,1.0,17,3.842245248843845,3.8099228334665054,0
0,1,1,0,1,1,0,30,162.529379167893,1.0,6,2.431572680483606,2.3903497652732755,0
1,1,0,1,1,1,1,29,92.43804337730879,1.0,9,1.7557933838477666,1.5900285213153431,0
1,1,0,0,1,1,1,24,54.87599574401395,1.0,1,2.280225176646567,1.0669960559926168,1
0,1,1,1,1,6,1,28,106.11982361962556,6.0,7,3.2455940779059884,3.426624587962169,0
1,1,0,0,1,1,1,24,212.09344862273412,1.0,0,2.0957687452989933,1.4823200238809664,1
1,0,0,0,1,6,0,32,78.88002763960036,6.0,3,0.4701699940439074,0.3775697076336383,0
0,0,0,0,1,12,0,29,260.339080560042,12.0,7,0.9683855176743852,0.9334810357139508,0
0,1,0,0,1,1,1,27,229.32191229233285,1.0,4,1.7635021331089384,1.848362815236952,0
1,1,0,0,1,1,0,30,101.63924616570229,1.0,6,0.4886646772097312,0.3915967642687319,0
0,0,0,0,1,1,1,33,245.0617577538123,1.0,8,1.6914216907847293,1.579533775197116,0
0,1,1,0,1,12,1,28,288.9494449819,11.0,3,2.8480709224659098,2.806415628177291,0
1,1,0,1,1,1,0,27,264.5228471026611,1.0,0,1.0298193660974189,1.1096359561813265,0
0,1,0,0,1,1,0,27,93.00636502945773,1.0,1,1.7778510946045814,2.3472468835139475,1
0,1,1,1,1,12,1,29,257.9390310224524,11.0,5,1.9025820271510323,1.789563381563502,0
0,1,0,0,1,1,1,34,30.267737263205856,1.0,3,3.4286611317887874,3.5677764555258222,0
1,1,1,0,1,12,1,31,104.65967974355024,10.0,4,0.8900949960456463,0.8709604767005522,0
0,1,1,0,1,1,0,29,78.29036900582152,1.0,9,2.483801658860884,2.475648165780296,0
0,1,1,0,1,6,0,27,179.960363089071,6.0,5,4.1216676934414265,4.1814167113359835,0
0,1,1,0,1,6,0,30,212.24770454816257,6.0,3,0.6345978194894437,0.6810576763232825,0
1,0,1,0,1,1,0,26,98.61884045254948,1.0,1,1.0385601392418258,0.8037300492436201,0
0,1,0,0,1,6,1,28,32.771326855088304,6.0,4,0.589294948321677,0.5868404281503887,0
0,1,0,0,1,6,1,31,189.1620756846305,4.0,5,3.0702358870218736,3.1000856085093904,0
1,0,0,0,1,1,0,25,6.251301276126683,1.0,2,1.8119550662545905,1.4342946654057864,1
0,1,1,1,1,12,0,31,183.34002886507847,11.0,8,3.59050531834263,3.4736797557891186,0
0,1,1,1,1,6,1,29,186.90476733130515,5.0,9,1.3657236227292238,1.3346114582630828,0
1,1,1,0,1,12,1,28,21.945122991427468,12.0,3,0.0,0.02096632613547823,0
0,1,1,1,1,1,1,30,203.43383424053764,1.0,5,1.2135349570011509,1.3189865379535273,0
1,1,1,1,1,12,0,27,192.1285987314394,10.0,4,1.1834441685194843,1.2257385716346785,0
1,1,0,0,1,6,1,29,397.2733580201801,6.0,5,2.4534162551702794,2.5027792115717737,0
1,1,0,0,1,1,1,26,162.15735773418845,1.0,6,0.9919424014168552,1.0136704600187774,0
0,0,0,0,1,1,0,26,115.35988314407842,1.0,1,2.819232469987389,2.3760441119145965,1
0,0,0,0,1,1,0,31,410.7567326012808,1.0,3,2.401838382166592,2.4734040134288606,0
0,1,1,0,0,6,1,24,88.30096700922064,6.0,2,1.481319646189481,0.8939673602897964,1
1,0,1,0,1,1,0,27,16.561641365032358,1.0,0,1.9638946414522347,1.4310734805633492,1
1,1,0,0,1,1,1,26,225.08350121778489,1.0,11,1.3414317854416486,1.3109748096806588,0
1,1,1,1,1,12,1,30,89.49282081156687,12.0,3,1.47375508079172,1.3761069793958474,0
1,0,1,0,1,6,1,30,256.9592267483916,6.0,18,0.22035408913399526,0.3146932624717869,0
1,1,0,0,0,12,0,27,241.3737921378424,10.0,2,2.593013189595311,2.7732476829798616,0
0,1,1,0,0,12,1,24,34.17904856266324,7.0,2,3.0281652266324617,3.0906783003707523,0
0,1,0,0,1,1,0,31,66.32918998205136,1.0,1,1.064835069616445,0.7527307808037589,1
0,1,0,0,1,1,0,26,306.9169295685318,1.0,1,0.6719133656188104,1.14086844776422,1
0,0,0,0,1,1,0,30,200.0683747561077,1.0,1,1.3778923724486294,1.5097091510030596,0
1,1,1,1,1,1,0,30,232.30950348664672,1.0,3,0.9386718009330041,0.8889955061600215,0
0,1,0,1,0,1,1,34,9.246232215860275,1.0,4,2.645274876106268,2.48241093971496,0
0,1,1,0,1,12,0,32,83.1793770663648,12.0,6,3.344104196150365,3.4062887814422567,0
0,1,0,0,1,1,0,31,28.2538107499226,1.0,0,2.7354462828568,2.3326125564676423,1
0,0,0,0,1,1,0,29,15.406299803233972,1.0,4,0.6472848075144098,0.7682451147261415,0
1,1,0,0,1,1,1,31,169.87085443385564,1.0,2,1.2146570490602786,0.9110895377051718,1
1,1,0,0,1,1,0,27,248.49585824104844,1.0,1,1.9116227182299528,1.6706967838975395,1
0,1,1,0,1,12,1,28,134.52334104202828,9.0,6,2.4610513311491067,2.5036422571760686,0
0,1,0,1,0,1,1,29,215.42328686736528,1.0,6,1.4706850386024573,1.3892922057372306,0
1,1,0,0,0,1,1,31,271.6880871724237,1.0,1,0.7465827227083921,0.6429231841389637,0
0,1,1,1,1,12,0,30,157.80751635933711,11.0,11,1.8470226167508363,1.8717772266031805,0
1,1,1,0,1,1,0,27,114.50303274663484,1.0,8,1.18848671654958,1.0708770100677,0
1,1,0,0,1,1,1,28,122.94100773483231,1.0,1,0.6542216326389538,0.7478974372107179,0
1,1,0,0,0,6,0,29,220.2588752710884,6.0,12,0.0,0.0,0
1,1,0,0,1,6,0,30,143.4310241763394,6.0,4,2.1941894079230315,2.3071593875380154,0
1,1,0,0,1,6,0,33,173.46431196182837,3.0,5,3.9941935365168066,4.014588916381742,0
0,1,0,0,1,1,0,24,97.77420753134516,1.0,0,1.3768392495113266,1.005033269865622,1
1,1,1,1,0,12,0,28,64.69514357472053,12.0,8,0.0,0.07327592718250146,0
0,1,0,0,1,6,0,30,183.96425839724049,6.0,10,3.2560090467365854,3.3414204263836966,0
1,1,1,0,0,6,1,22,273.4794738378807,5.0,2,1.0526731310385735,1.0255945588019135,0
0,1,1,1,1,1,1,36,78.46223414529717,1.0,1,1.5671240332054368,1.6747948690570853,0
0,1,1,1,1,6,0,31,67.46550769134008,6.0,4,3.4570468865771136,3.362500675166262,0
1,1,1,1,1,1,1,28,201.5399921779541,1.0,5,2.8201630899898995,2.921701289401171,0
0,1,1,0,1,12,0,37,157.5010371363151,12.0,3,3.682756772818398,3.6184065840632336,0
1,0,1,0,1,1,0,24,127.14208323258816,1.0,0,2.289697311425879,1.7019655630417705,1
0,0,1,0,1,6,0,35,127.13042500409536,3.0,1,0.7477535901455203,0.8617427211748028,0
0,0,0,0,1,6,1,25,78.79688871303782,6.0,0,1.6631052697895206,1.6275754124466584,1
1,1,0,0,1,1,1,27,7.817684752563963,1.0,1,1.712815009406133,1.309882089329521,1
0,1,0,0,1,12,1,36,179.94002230661968,12.0,7,1.9967168944091027,2.0116023003922963,0
1,1,1,0,1,6,0,31,278.86798437981287,6.0,8,0.2991567064165284,0.1978885769069305,0
0,1,0,1,1,1,0,26,229.1575577760353,1.0,1,2.0286970930472386,2.607832751381053,1
0,1,0,0,1,6,1,28,365.37886901454283,3.0,2,2.1083353142174297,2.1447338799657456,0
0,1,0,0,0,1,0,26,118.17365932642504,1.0,3,3.900935818538316,4.036181968272859,0
1,1,0,1,1,12,0,30,262.7596082487759,12.0,1,3.5553068536629486,3.6528841412075015,0
0,1,0,0,0,1,0,30,384.371001367242,1.0,7,0.002760392946731693,0.0,0
0,0,0,1,1,1,0,27,210.8810224329303,1.0,2,1.3501536578424025,0.5587448255093692,1
1,0,0,0,1,1,0,27,106.52534995462612,1.0,1,0.8402044635413364,0.6164043989322735,1
1,0,0,0,1,1,0,34,226.3665918671137,1.0,6,3.215906714889296,3.2488859487010093,0
1,0,0,0,1,12,1,28,108.65728786454487,12.0,6,1.0323280706196725,1.0082858490735669,0
0,1,1,0,1,12,0,34,89.77571227781124,11.0,3,1.1407393706126014,1.0711848399727144,0
1,1,1,1,1,6,1,32,67.50715044199237,6.0,2,1.0535875415255729,0.9357475928374004,0
1,1,1,1,1,6,1,33,273.9237308099248,3.0,12,1.3741732936172522,1.3650743004080923,0
1,1,1,1,0,1,1,28,169.40082006091228,1.0,0,1.5999045840342836,1.373671403282156,1
1,1,0,0,1,1,0,31,62.0831491313615,1.0,7,2.275700396683612,2.4987066783157803,0
1,1,0,0,1,1,1,31,281.63434495095805,1.0,0,2.2842606265754624,2.1845274785319906,1
0,1,0,0,1,12,0,28,252.98803518823516,12.0,13,1.7882478537531277,1.7205740121505038,0
1,1,1,1,1,12,1,30,53.25877946726062,12.0,6,1.4323025445103017,1.4878837258060484,0
1,1,0,0,0,6,0,27,107.28662568868671,6.0,8,3.495074929060352,3.5170201791705686,0
1,1,1,1,1,12,0,32,107.25808055608057,12.0,1,2.2226200918726207,2.2604981337715047,0
1,1,1,0,1,12,1,35,71.6408493385112,11.0,0,1.5510656628120147,1.4669896281486037,0
1,1,0,0,1,1,0,27,89.08346726857978,1.0,1,1.0395387193927803,0.10559402015510376,1
0,1,0,0,0,6,0,30,196.21499654767703,6.0,4,1.969049063588736,2.0233799068234206,0
0,1,0,0,1,1,1,26,188.06019444431251,1.0,2,1.1009233197804975,0.7897721431311342,1
1,1,1,1,1,12,0,31,79.94152653190295,10.0,4,1.7488926557961644,1.8280643775967964,0
0,1,1,0,1,12,1,31,61.27146082759412,12.0,5,1.235990563698333,1.2626630633055909,0
0,0,0,0,0,1,0,33,141.41187728644113,1.0,5,1.6940658154673374,1.6404944200913902,0
1,1,0,0,1,6,1,32,55.80011747764373,6.0,2,0.7132177041507717,0.8661419913020734,0
0,1,1,0,1,6,0,28,66.45914022410912,6.0,4,2.9719019973295806,2.924220125389488,0
0,1,1,0,1,12,1,34,253.59176843760457,12.0,20,2.7778468483662904,2.8797881866244373,0
1,0,0,0,0,1,0,26,150.43228473452672,1.0,2,2.6982175111333246,1.849892690370612,1
0,1,1,1,1,1,1,29,14.961867364790125,1.0,0,1.1060383718048277,0.6386804940346911,1
0,1,0,0,1,1,0,27,19.09303526925716,1.0,2,1.0738754982240892,1.3008983327812869,1
0,1,0,0,0,1,1,28,253.95431609740314,1.0,2,1.1807487194918975,0.5738182854553214,1
0,1,0,0,1,1,0,38,53.54015301853578,1.0,5,2.8217208514793586,2.7862751358545923,0
1,1,0,0,1,12,0,31,196.62658856343973,12.0,2,2.2074322250187497,2.26593957960146,0
0,0,0,0,1,1,0,23,103.93075384201323,1.0,1,1.1893147078217021,0.887563135008222,1
1,1,1,1,1,1,0,25,190.70368596177624,1.0,9,1.0109361574240947,1.0264929342872062,0
1,1,1,1,1,12,0,37,337.05510144541785,12.0,6,1.5951390153339573,1.707451594855549,0
0,1,1,1,1,6,1,26,23.267527321526604,6.0,4,2.1628889567329144,2.1633004097179924,0
1,1,1,1,1,12,0,32,334.03997528286106,12.0,8,0.1439864977897345,0.21432458959259432,0
0,1,0,0,1,1,0,29,131.40102993017825,1.0,16,0.2742070317513783,0.2712492233160651,0
1,1,1,1,1,12,0,26,310.3287664322788,12.0,11,2.04788358603131,1.9578539420713323,0
0,1,1,1,1,12,1,25,4.292018289878996,12.0,4,1.949101965587732,1.8435120545389319,0
1,1,0,0,1,6,0,30,99.29013227498464,6.0,14,1.6999066430100769,1.5849080889305978,0
1,1,0,0,0,1,0,28,138.60822131064018,1.0,0,0.0,0.0,1
0,1,1,1,1,12,1,24,34.17859465174513,12.0,1,2.0846854140377373,2.2648159212134247,0
1,1,0,1,1,1,0,30,171.53894824936478,1.0,1,1.8970492615713432,1.7111613327981918,1
1,0,1,0,1,6,0,35,159.49152619401286,6.0,2,3.316785876930532,3.2669595725532923,0
1,1,1,0,1,6,1,31,333.4039369111453,6.0,9,2.6735758715666043,2.7483038864360894,0
0,1,0,0,1,1,0,27,188.7131263751387,1.0,0,0.4853145589567762,0.5053360933281128,1
0,1,1,0,1,6,0,28,53.653552646241465,6.0,4,1.7173370079309034,1.6127093031626067,0
0,1,1,1,1,1,0,28,143.60948253146313,1.0,2,0.5852437625338065,0.11151575770364286,1
1,1,1,0,1,1,0,27,60.01384641361707,1.0,19,1.9893814533993788,1.915779588456212,0
1,1,1,1,1,1,1,27,71.1967870454408,1.0,1,3.463376997120207,3.406710868724544,0
1,1,0,0,1,1,1,29,71.52352225319638,1.0,1,2.7297425653150804,2.7538854178570107,0
0,1,0,0,1,6,0,31,356.5229670988668,3.0,2,0.0998659390902994,0.20297927082392656,0
0,0,0,0,1,1,0,28,175.04698448715303,1.0,1,1.1405365459295649,0.6473694503122198,1
0,1,1,0,1,1,0,30,149.70690266041834,1.0,1,1.7560461948770496,2.2401883922190646,1
0,1,0,1,1,1,0,29,158.9818636939597,1.0,2,1.775618070325337,0.7054100718276812,1
1,0,1,0,1,1,1,32,200.56454083550042,1.0,3,2.0499572103465478,2.2191563565482206,0
1,0,1,0,1,1,0,26,187.1627542353601,1.0,1,1.3215207670517022,0.6517556591068929,1
0,0,1,0,1,12,0,34,266.9431637958427,12.0,3,2.0477960823923347,2.204975330881024,0
0,1,0,0,1,12,1,29,101.90772616812455,12.0,2,2.405441548713217,2.596043672007314,0
0,1,1,1,1,6,0,32,389.29147485825416,5.0,2,2.64372742720318,2.6757062328087766,0
0,1,1,1,1,12,0,33,95.79555123496245,7.0,1,3.482455785029705,3.5391661764974582,0
1,1,0,0,1,6,0,24,35.85573388122228,6.0,3,1.1448090406756402,1.2663524927623773,0
0,1,0,0,0,1,0,26,316.7752664519857,1.0,1,1.8868320222370856,1.8875485301911328,0
0,1,1,0,1,6,0,34,50.049159967086894,6.0,3,1.2586907834165069,1.3256900524483488,0
1,1,1,0,1,12,0,25,292.60976748513735,10.0,4,3.813216001073569,4.095132248636224,0
1,1,1,0,1,12,0,26,143.85074376949208,12.0,3,2.249002860663273,2.36928188627673,0
1,1,0,0,1,1,0,30,251.7185800040396,1.0,7,3.2350670156877337,3.3362539776569764,0
1,1,1,0,1,12,0,28,170.75807518022606,12.0,6,2.917535722663064,2.82647199586133,0
1,1,0,0,0,1,0,21,184.9656827469157,1.0,2,1.5408017702673582,0.860051596512878,1
1,1,0,0,1,1,0,27,248.3102094771449,1.0,4,1.4086626489649436,0.307363922184168,1
0,1,1,1,1,12,0,25,211.47176307870103,12.0,2,1.2302059463573665,1.0876748613318534,0
1,1,0,0,1,1,0,25,161.9285426916021,1.0,16,1.8857506193962448,2.050203813993944,0
0,1,0,1,1,1,1,22,307.6086910451432,1.0,19,1.2530403879940428,1.2945748754638602,0
1,1,0,1,1,1,0,29,78.8094925849445,1.0,14,0.8845781948940061,0.7816996976983718,0
0,0,0,0,1,1,0,25,60.87054420392108,1.0,0,0.9143184072592244,0.09333054330239077,1
0,0,0,0,1,1,0,25,99.48142501833384,1.0,1,1.6015317363032648,0.41402494973108617,1
1,1,1,1,0,12,0,28,163.02126272292426,12.0,6,1.0610340927821915,1.1295798906126224,0
1,0,0,0,1,1,0,29,113.30652774123631,1.0,0,2.7245702002542465,1.7795107824140184,1
1,1,1,1,1,12,0,27,163.54407486647085,12.0,3,1.867856697610896,1.9582173049997031,0
1,1,0,0,0,1,0,27,153.42880008043952,1.0,0,2.7418800736655764,2.0125435315841864,1
1,1,0,0,1,1,1,29,137.23722614029364,1.0,1,2.0895518810786555,2.2463703346874526,1
1,0,1,1,1,1,0,31,310.33136046965467,1.0,1,1.514975598328113,1.4387623421896292,0
0,1,1,1,1,6,0,26,194.80395882578262,6.0,3,3.438665997316339,3.5553153709214333,0
1,1,0,1,1,1,1,33,159.70678479296646,1.0,1,0.5845608072267368,0.7052753803477653,0
0,1,1,1,1,6,1,28,236.80019324575298,6.0,9,1.6856558172089189,1.6249144226545886,0
1,1,1,0,1,12,0,25,185.05580114493253,12.0,1,2.228788566687036,2.2705703564800843,0
1,1,0,0,1,1,0,32,241.21412315580886,1.0,1,0.0,0.0,1
0,1,0,0,1,1,0,26,51.52430038298794,1.0,7,0.8929301652301684,1.1317497914419257,0
1,1,1,1,1,12,1,27,206.55779203243873,12.0,2,1.7744786583832317,2.044339687271484,0
0,1,0,0,1,1,1,30,46.93438030462596,1.0,3,3.2946517016788253,3.2263371303889503,0
0,1,1,0,1,6,0,25,117.34229323040138,6.0,3,1.8406952098215401,1.8273831485751464,0
1,1,0,1,1,6,0,39,345.4302977016323,6.0,5,4.675340649035343,4.700163853774422,0
0,1,0,0,1,1,0,27,48.993857895051384,1.0,3,0.4882268860662429,0.5239597813252526,0
1,1,1,1,1,6,0,33,148.47263894108562,6.0,3,3.6481014557851417,3.603092548432048,0
1,1,1,1,1,6,1,31,154.06451329954476,6.0,6,1.806566794404282,1.8008922198412232,0
1,1,1,1,1,1,0,35,305.1783336075948,1.0,1,5.14185240354786,4.962539709845446,0
0,1,1,0,1,12,0,31,185.1947995223842,12.0,4,1.832219034100813,1.8157155415409567,0
1,1,0,0,1,1,0,32,240.8713506025506,1.0,3,1.6707920461952834,1.6640702081631082,0
0,1,0,0,1,1,0,24,159.91277734467752,1.0,15,0.9579162932706056,0.8466827993267467,0
0,1,0,1,1,6,1,30,51.281517137153386,6.0,2,0.0,0.053030351657495665,0
0,1,1,0,1,12,0,29,74.04354080515515,11.0,7,0.28470906644651994,0.31688638213958137,0
1,1,0,0,1,12,1,31,293.9504650664701,11.0,12,2.0009118135863435,1.911062928457248,0
0,0,1,0,1,1,0,29,260.2176889120886,1.0,2,3.2819063110207165,3.257497335155533,0
0,1,1,0,1,6,0,34,282.714594943399,6.0,6,2.037568607192338,2.0132652581868755,0
0,1,1,1,1,6,1,28,202.4332096021656,6.0,1,2.6217910534318976,2.387057878224093,0
1,1,1,1,1,6,0,26,99.58553541410535,2.0,1,1.4666799548053409,1.2550705772694506,0
1,1,0,1,1,1,0,33,12.056007046237982,1.0,6,4.6990184399385075,4.786792947057812,0
1,1,1,0,1,12,1,25,124.8033046400844,12.0,3,1.7932845634377252,1.6458360752393681,0
0,1,0,0,1,1,1,26,56.89166345463342,1.0,2,2.16326369972281,1.6545107250334083,1
1,1,0,1,1,6,1,29,342.3248667034555,6.0,5,3.3195128238125817,3.3629154964585384,0
0,1,1,1,1,12,1,29,301.03601443065133,11.0,3,1.9409366225971496,1.9534061094500321,0
0,1,0,0,1,1,1,24,124.04555343750765,1.0,2,2.054970448431861,1.3776708010988274,1
1,1,1,1,1,12,1,30,341.76810570815536,12.0,2,0.0,0.0,0
1,1,0,0,0,1,0,27,73.89018437953615,1.0,0,1.3262950797810682,1.307990884647658,1
0,0,0,0,1,1,0,28,165.01722724741052,1.0,1,0.3431522510099114,0.4572557862473114,1
1,0,1,1,1,1,1,24,193.7555465273473,1.0,4,2.438269897053733,1.9402399999484667,1
0,1,0,0,1,1,0,28,133.47922383928872,1.0,6,2.115477257546987,2.2219664996825155,0
0,1,0,1,1,1,1,27,82.04860135827748,1.0,0,1.6128217744529414,1.8844677679334545,1
0,1,0,0,1,1,1,26,108.02267522533114,1.0,1,1.2809527628161304,1.1176262970220696,1
0,1,1,1,1,6,0,24,43.18098241880384,6.0,1,2.252684306096711,2.3592308146915038,0
1,0,1,0,1,1,0,26,56.46000330688236,1.0,0,1.2892993972697313,0.0,1
1,1,0,0,1,12,1,32,22.67592407259881,11.0,5,2.3415450281414847,2.4617823576713067,0
0,1,1,0,1,1,0,25,50.360424399145295,1.0,2,1.3701976888230627,0.6714501935487762,1
1,1,0,1,1,12,1,24,202.3905078749632,12.0,1,0.999179053486076,1.0470471419156595,0
0,1,1,1,1,12,0,28,92.3296349658507,11.0,11,1.7343710636820968,1.7992636606698589,0
1,0,0,0,1,1,0,28,147.61538835637302,1.0,1,1.7834443126850048,1.711821646664273,0
1,1,1,0,1,12,1,34,24.923560815950196,5.0,3,3.791391402232589,3.8461698126981614,0
0,1,1,0,1,1,0,24,56.12988028393494,1.0,1,1.6316493025791177,1.3685470676742413,1
1,1,1,1,1,6,1,26,190.51553699750986,5.0,2,0.299360683958805,0.20696457630205525,0
1,0,0,0,0,1,0,29,151.1726494189597,1.0,9,1.322399611923085,1.2324568005137349,0
0,0,0,0,1,6,0,28,74.24523086047273,5.0,0,1.1371140169236709,1.5076633330329905,1
1,1,1,1,1,12,1,30,6.402727325230572,12.0,14,1.6931908189625131,1.7159355220321582,0
0,1,0,0,1,1,0,30,187.76202415853268,1.0,8,1.866457195318383,1.8811984112466773,0
1,1,0,0,1,6,0,29,200.6328011297544,4.0,1,1.7030762149804708,0.2486033260019093,1
0,1,1,1,1,12,1,34,32.95087236932756,10.0,4,1.7643956549482886,1.7053050947673265,0
1,0,1,0,1,1,0,29,5.799497736995917,1.0,6,2.282678161470629,2.4148924914399106,0
1,1,1,0,1,1,0,29,207.1903616188124,1.0,0,1.912637693292316,0.9991354121077948,1
1,1,1,0,1,1,0,25,98.55928692259191,1.0,1,1.1281795140679942,1.205676083749415,1
1,1,1,1,1,12,0,28,136.48767182991864,12.0,15,1.0524594717929907,1.1537764346309314,0
1,1,1,1,1,12,0,28,175.02468671208226,12.0,4,0.8108369050954536,0.7989884285781953,0
1,0,0,0,1,1,0,28,3.3813882991414346,1.0,2,3.0137085470275267,3.0744322409610243,0
0,1,0,0,1,6,0,30,17.786402727324155,5.0,3,3.882433752089831,4.070843963839139,0
1,1,0,0,1,1,1,33,93.18940556192793,1.0,3,1.1919684647019586,1.212531849939291,0
0,1,0,1,1,12,1,23,95.52036658169321,11.0,3,2.4930395563417664,2.356895736550834,0
1,0,1,0,1,6,0,31,71.35146549719806,5.0,2,2.934362372175965,2.9464538221107577,0
0,1,1,1,0,12,1,27,300.5049040654943,12.0,1,1.6222278204313247,1.8016727279236249,0
1,1,0,1,1,1,0,29,170.63997186046066,1.0,1,1.094219629911001,0.2285169618726415,1
0,1,1,0,1,1,1,29,98.69168738277293,1.0,2,2.6484857929184358,2.6617503110722085,0
0,1,0,0,1,1,1,29,264.60551415647086,1.0,0,2.355562612407676,2.3723301792604268,0
0,1,0,0,0,12,0,30,119.60823963295928,10.0,2,0.9339284250106769,1.0347108957519826,0
1,1,0,0,1,1,0,31,99.77774270297712,1.0,4,0.9646100664470172,0.0,1
0,1,1,1,1,12,0,29,50.864460066893386,5.0,1,3.5275831972179663,3.47386131851435,0
1,0,1,1,1,1,0,31,172.0382330635849,1.0,4,1.673403352263291,1.7866950086192193,0
1,1,0,0,0,1,0,27,319.3403417635735,1.0,11,2.7540962159104816,2.8546881208423898,0
1,1,1,1,0,12,1,28,31.811859944212745,9.0,5,1.9719217451064184,2.005749328665288,0
1,1,0,0,1,6,0,28,57.2528816304749,6.0,3,1.6205673568214818,1.153160312771603,1
1,1,0,0,1,1,0,30,121.93246759564613,1.0,3,3.0583283715864718,3.124317721861334,0
0,1,0,0,1,1,1,32,37.973099715111374,1.0,6,3.5186838024782783,3.55182104826952,0
0,1,1,1,1,1,0,30,224.17364615416068,1.0,9,1.7593603511151106,1.8139427402412056,0
1,1,1,0,0,6,1,27,152.77553229268426,6.0,1,1.2643447328298767,0.09879486461774367,1
1,1,0,0,1,12,0,33,220.91491485296143,9.0,4,2.228304564888736,2.097989245108014,0
1,0,1,0,1,6,1,31,95.82755375133092,6.0,2,3.050218444922145,3.0039372379542617,0
1,0,1,1,1,1,0,28,78.41966751193931,1.0,0,2.357895983730782,2.37422530456027,1
1,1,0,0,1,1,1,29,92.46712137769569,1.0,3,1.5215659982028362,1.5398529921993496,0
1,1,1,1,1,1,0,28,103.74754748031287,1.0,1,0.9810963815233852,0.008384605517146815,1
1,1,1,0,1,1,0,28,235.66235069848202,1.0,1,1.972279082935077,1.90152133963858,0
1,1,1,1,1,1,0,28,155.81106315533128,1.0,7,0.925869475316346,0.792238906142966,0
1,1,0,0,1,1,0,22,15.785804965464067,1.0,1,1.935779327576557,2.3348594669802942,1
1,0,0,0,1,6,1,25,2.8172002914492538,6.0,0,0.7141819155639031,1.1315588282223823,1
0,1,1,1,1,12,1,27,149.98807533015142,12.0,2,2.576993443595217,2.4814838958380414,0
1,1,1,1,1,6,1,28,73.55776110464136,5.0,1,0.446842307017864,0.6125947095864468,1
1,0,1,0,1,1,0,34,118.41682965255585,1.0,1,1.3518501390128217,1.1885823360398224,0
0,1,1,1,1,12,1,29,44.36487322667488,12.0,4,2.3573677197849183,2.369013947618352,0
1,0,0,0,1,1,0,34,153.523992914519,1.0,4,1.792638871597583,1.8140205987130675,0
1,0,0,0,1,1,0,28,44.595038627302465,1.0,0,1.884653944640266,1.3684804597652924,1
0,1,0,0,1,1,0,31,124.35722636708373,1.0,4,1.9468578830333827,1.9954781065921432,0
1,1,1,1,1,12,1,34,379.48520730926117,9.0,8,1.7809871534784851,1.8376335086299875,0
1,1,1,1,1,12,1,32,90.74418077841379,12.0,5,1.927348853410933,1.962429125546444,0
1,1,0,0,1,1,0,26,41.86525647239372,1.0,6,1.6863580936329363,1.5445139244344208,0
0,1,0,0,1,1,1,21,119.73492162734577,1.0,1,1.9143770956145096,1.0172175972028907,1
1,1,1,0,1,1,0,27,21.027100988181832,1.0,0,3.1435791520884915,3.2375473331698763,0
0,1,1,0,1,12,1,32,103.53931006060895,12.0,3,1.223021105999585,1.1870408213096968,0
1,1,0,0,1,1,0,33,65.66626221197033,1.0,7,1.2716354221123145,1.2334386457493869,0
0,0,0,0,0,1,0,33,152.13022779038675,1.0,1,1.2825255927695745,1.3396836195117363,0
1,1,1,1,1,1,0,23,96.70025024374405,1.0,0,1.0685436065067857,0.9362603927867736,1
0,0,1,0,1,1,0,28,154.01998484356017,1.0,2,1.3338984948399022,1.31776651342082,0
1,1,0,0,1,6,1,31,462.1786601056556,5.0,0,2.504586218977098,2.453484480003659,0
0,1,1,1,1,1,1,32,112.58112724088369,1.0,0,0.949275342141274,0.9644009664745952,0
0,1,0,0,1,1,0,25,96.99484972402813,1.0,1,1.5255334871447377,2.126956860320827,1
